"kode";"jenis";"nama"
"3523012008";"Kelurahan/Desa";"Sidorejo"
"3523012009";"Kelurahan/Desa";"Sokogrenjeng"
"3523020000";"Kecamatan";"Jatirogo"
"3523022001";"Kelurahan/Desa";"Kebonharjo"
"3523022002";"Kelurahan/Desa";"Wangi"
"3523022003";"Kelurahan/Desa";"Ketodan"
"3523022004";"Kelurahan/Desa";"Karangtengah"
"3523022005";"Kelurahan/Desa";"Bader"
"3523022006";"Kelurahan/Desa";"Paseyan"
"3523022007";"Kelurahan/Desa";"Besowo"
"3523022008";"Kelurahan/Desa";"Jombok"
"3523022009";"Kelurahan/Desa";"Sadang"
"3523022010";"Kelurahan/Desa";"Wotsogo"
"3523022011";"Kelurahan/Desa";"Ngepon"
"3523022012";"Kelurahan/Desa";"Sugihan"
"3523022013";"Kelurahan/Desa";"Sidomulyo"
"3523022014";"Kelurahan/Desa";"Kedungmakam"
"3523022015";"Kelurahan/Desa";"Demit"
"3523022016";"Kelurahan/Desa";"Jatiklabang"
"3523022017";"Kelurahan/Desa";"Sekaran"
"3523022018";"Kelurahan/Desa";"Dingil"
"3523030000";"Kecamatan";"Bangilan"
"3523032001";"Kelurahan/Desa";"Klakeh"
"3523032002";"Kelurahan/Desa";"Bate"
"3523032003";"Kelurahan/Desa";"Sidotentrem"
"3523032004";"Kelurahan/Desa";"Kedungjambangan"
"3523032005";"Kelurahan/Desa";"Kablukan"
"3523032006";"Kelurahan/Desa";"Sidokumpul"
"3523032007";"Kelurahan/Desa";"Bangilan"
"3523032008";"Kelurahan/Desa";"Sidodadi"
"3523032009";"Kelurahan/Desa";"Kumpulrejo"
"3523032010";"Kelurahan/Desa";"Banjarworo"
"3523032011";"Kelurahan/Desa";"Ngrojo"
"3523032012";"Kelurahan/Desa";"Weden"
"3523032013";"Kelurahan/Desa";"Kedungharjo"
"3523032014";"Kelurahan/Desa";"Kedungmulyo"
"3523040000";"Kecamatan";"Bancar"
"3523042001";"Kelurahan/Desa";"Tlogoagung"
"3523042002";"Kelurahan/Desa";"Ngujuran"
"3523042003";"Kelurahan/Desa";"Latsari"
"3523042004";"Kelurahan/Desa";"Sukolilo"
"3523042005";"Kelurahan/Desa";"Tenggerkulon"
"3523042006";"Kelurahan/Desa";"Bulujowo"
"3523042007";"Kelurahan/Desa";"Siding"
"3523042008";"Kelurahan/Desa";"Tergambang"
"3523042009";"Kelurahan/Desa";"Bulumeduro"
"3523042010";"Kelurahan/Desa";"Banjarjo"
"3523042011";"Kelurahan/Desa";"Boncong"
"3523042012";"Kelurahan/Desa";"Jatisari"
"3523042013";"Kelurahan/Desa";"Sumberan"
"3523042014";"Kelurahan/Desa";"Kayen"
"3523042015";"Kelurahan/Desa";"Bogorejo"
"3523042016";"Kelurahan/Desa";"Sembungin"
"3523042017";"Kelurahan/Desa";"Karangrejo"
"3523042018";"Kelurahan/Desa";"Sukoharjo"
"3523042019";"Kelurahan/Desa";"Pugoh"
"3523042020";"Kelurahan/Desa";"Bancar"
"3523042021";"Kelurahan/Desa";"Ngampelrejo"
"3523042022";"Kelurahan/Desa";"Sidomulyo"
"3523042023";"Kelurahan/Desa";"Margosuko"
"3523042024";"Kelurahan/Desa";"Cingklung"
"3523050000";"Kecamatan";"Senori"
"3523052001";"Kelurahan/Desa";"Medalem"
"3523052002";"Kelurahan/Desa";"Jatisari"
"3523052003";"Kelurahan/Desa";"Kaligede"
"3523052004";"Kelurahan/Desa";"Banyuurip"
"3523052005";"Kelurahan/Desa";"Leran"
"3523052006";"Kelurahan/Desa";"Wonosari"
"3523052007";"Kelurahan/Desa";"Sendang"
"3523052008";"Kelurahan/Desa";"Wanglukulon"
"3523052009";"Kelurahan/Desa";"Wangluwetan"
"3523052010";"Kelurahan/Desa";"Sidoharjo"
"3523052011";"Kelurahan/Desa";"Rayung"
"3523052012";"Kelurahan/Desa";"Katerban"
"3523060000";"Kecamatan";"Tambakboyo"
"3523062001";"Kelurahan/Desa";"Dikir"
"3523062002";"Kelurahan/Desa";"Ngulahan"
"3523062003";"Kelurahan/Desa";"Plajan"
"3523062004";"Kelurahan/Desa";"Mander"
"3523062005";"Kelurahan/Desa";"Belikanget"
"3523062006";"Kelurahan/Desa";"Cokrowati"
"3523062007";"Kelurahan/Desa";"Pulogede"
"3523062008";"Kelurahan/Desa";"Gadon"
"3523062009";"Kelurahan/Desa";"Sotang"
"3523062010";"Kelurahan/Desa";"Pabeyan"
"3523062011";"Kelurahan/Desa";"Klutuk"
"3523062012";"Kelurahan/Desa";"Tambakboyo"
"3523062013";"Kelurahan/Desa";"Dasin"
"3523062014";"Kelurahan/Desa";"Kenanti"
"3523062015";"Kelurahan/Desa";"Sawir"
"3523062016";"Kelurahan/Desa";"Sobontoro"
"3523062017";"Kelurahan/Desa";"Merkawang"
"3523062018";"Kelurahan/Desa";"Glodonggede"
"3523070000";"Kecamatan";"Singgahan"
"3523072001";"Kelurahan/Desa";"Lajo Kidul"
"3523072002";"Kelurahan/Desa";"Lajo Lor"
"3523072003";"Kelurahan/Desa";"Tanggir"
"3523072004";"Kelurahan/Desa";"Tanjungrejo"
"3523072005";"Kelurahan/Desa";"Binangun"
"3523072006";"Kelurahan/Desa";"Mergosari"
"3523072007";"Kelurahan/Desa";"Mulyoagung"
"3523072008";"Kelurahan/Desa";"Tunggulrejo"
"3523072009";"Kelurahan/Desa";"Tingkis"
"3523072010";"Kelurahan/Desa";"Mulyorejo"
"3523072011";"Kelurahan/Desa";"Saringembat"
"3523072012";"Kelurahan/Desa";"Kedungjambe"
"3523080000";"Kecamatan";"Kerek"
"3523082001";"Kelurahan/Desa";"Gemulung"
"3523082002";"Kelurahan/Desa";"Sidonganti"
"3523082003";"Kelurahan/Desa";"Trantang"
"3523082004";"Kelurahan/Desa";"Wolutengah"
"3523082005";"Kelurahan/Desa";"Tenggerwetan"
"3523082006";"Kelurahan/Desa";"Gaji"
"3523082007";"Kelurahan/Desa";"Hargoretno"
"3523082008";"Kelurahan/Desa";"Margorejo"
"3523082009";"Kelurahan/Desa";"Kedungrejo"
"3523082010";"Kelurahan/Desa";"Jarorejo"
"3523082011";"Kelurahan/Desa";"Mliwang"
"3523082012";"Kelurahan/Desa";"Kasiman"
"3523082013";"Kelurahan/Desa";"Margomulyo"
"3523082014";"Kelurahan/Desa";"Temayang"
"3523082015";"Kelurahan/Desa";"Sumberarum"
"3523082016";"Kelurahan/Desa";"Karanglo"
"3523082017";"Kelurahan/Desa";"Padasan"
"3523090000";"Kecamatan";"Parengan"
"3523092001";"Kelurahan/Desa";"Sembung"
"3523092002";"Kelurahan/Desa";"Kemlaten"
"3523092003";"Kelurahan/Desa";"Sukorejo"
"3523092004";"Kelurahan/Desa";"Ngawun"
"3523092005";"Kelurahan/Desa";"Mergoasri"
"3523092006";"Kelurahan/Desa";"Kumpulrejo"
"3523092007";"Kelurahan/Desa";"Parangbatu"
"3523092008";"Kelurahan/Desa";"Wukirharjo"
"3523092009";"Kelurahan/Desa";"Cengkong"
"3523092010";"Kelurahan/Desa";"Brangkal"
"3523092011";"Kelurahan/Desa";"Margorejo"
"3523092012";"Kelurahan/Desa";"Dagangan"
"3523092013";"Kelurahan/Desa";"Suciharjo"
"3523092014";"Kelurahan/Desa";"Pacing"
"3523092015";"Kelurahan/Desa";"Selogabus"
"3523092016";"Kelurahan/Desa";"Sugihwaras"
"3523092017";"Kelurahan/Desa";"Sendangrejo"
"3523092018";"Kelurahan/Desa";"Mojomalang"
"3523100000";"Kecamatan";"Montong"
"3523102001";"Kelurahan/Desa";"Guwoterus"
"3523102002";"Kelurahan/Desa";"Nguluhan"
"3523102003";"Kelurahan/Desa";"Tanggulangin"
"3523102004";"Kelurahan/Desa";"Manjung"
"3523102005";"Kelurahan/Desa";"Talangkembar"
"3523102006";"Kelurahan/Desa";"Montongsekar"
"3523102007";"Kelurahan/Desa";"Pakel"
"3523102008";"Kelurahan/Desa";"Sumurgung"
"3523102009";"Kelurahan/Desa";"Bringin"
"3523102010";"Kelurahan/Desa";"Pucangan"
"3523102011";"Kelurahan/Desa";"Maindu"
"3523102012";"Kelurahan/Desa";"Jetak"
"3523102013";"Kelurahan/Desa";"Talun"
"3523110000";"Kecamatan";"Soko"
"3523112001";"Kelurahan/Desa";"Tluwe"
"3523112002";"Kelurahan/Desa";"Wadung"
"3523112003";"Kelurahan/Desa";"Jati"
"3523112004";"Kelurahan/Desa";"Menilo"
"3523112005";"Kelurahan/Desa";"Cekalang"
"3523112006";"Kelurahan/Desa";"Pandanagung"
"3523112007";"Kelurahan/Desa";"Prambontergayang"
"3523112008";"Kelurahan/Desa";"Klumpit"
"3523112009";"Kelurahan/Desa";"Simo"
"3523112010";"Kelurahan/Desa";"Mentoro"
"3523112012";"Kelurahan/Desa";"Kendalrejo"
"3523112013";"Kelurahan/Desa";"Nguruan"
"3523112014";"Kelurahan/Desa";"Jegulo"
"3523112015";"Kelurahan/Desa";"Sokosari"
"3523112016";"Kelurahan/Desa";"Bangunrejo"
"3523112017";"Kelurahan/Desa";"Mojoagung"
"3523112019";"Kelurahan/Desa";"Gununganyar"
"3523112020";"Kelurahan/Desa";"Sumurcinde"
"3523112021";"Kelurahan/Desa";"Pandanwangi"
"3523112022";"Kelurahan/Desa";"Sandingrowo"
"3523112023";"Kelurahan/Desa";"Rahayu"
"3523112024";"Kelurahan/Desa";"Glagahsari"
"3523112025";"Kelurahan/Desa";"Kenongosari"
"3523120000";"Kecamatan";"Jenu"
"3523122001";"Kelurahan/Desa";"Karangasem"
"3523122002";"Kelurahan/Desa";"Socorejo"
"3523122003";"Kelurahan/Desa";"Temaji"
"3523122004";"Kelurahan/Desa";"Purworejo"
"3523122005";"Kelurahan/Desa";"Tasikharjo"
"3523122006";"Kelurahan/Desa";"Sumurgeneng"
"3523122007";"Kelurahan/Desa";"Suwalan"
"3523122008";"Kelurahan/Desa";"Remen"
"3523122009";"Kelurahan/Desa";"Beji"
"3523122010";"Kelurahan/Desa";"Wadung"
"3523122011";"Kelurahan/Desa";"Rawasan"
"3523122012";"Kelurahan/Desa";"Mentoso"
"3523122013";"Kelurahan/Desa";"Jenggolo"
"3523122014";"Kelurahan/Desa";"Kaliuntu"
"3523122015";"Kelurahan/Desa";"Sekardadi"
"3523122016";"Kelurahan/Desa";"Jenu"
"3523122017";"Kelurahan/Desa";"Sugihwaras"
"3523130000";"Kecamatan";"Merakurak"
"3523132001";"Kelurahan/Desa";"Tlogowaru"
"3523132002";"Kelurahan/Desa";"Tobo"
"3523132003";"Kelurahan/Desa";"Temandang"
"3523132004";"Kelurahan/Desa";"Tuwiri Wetan"
"3523132005";"Kelurahan/Desa";"Pongpongan"
"3523132006";"Kelurahan/Desa";"Tuwiri Kulon"
"3523132007";"Kelurahan/Desa";"Sugihan"
"3523132008";"Kelurahan/Desa";"Senori"
"3523132009";"Kelurahan/Desa";"Sembungrejo"
"3523132010";"Kelurahan/Desa";"Kapu"
"3523132011";"Kelurahan/Desa";"Tahulu"
"3523132012";"Kelurahan/Desa";"Tegalrejo"
"3523132013";"Kelurahan/Desa";"Borehbangle"
"3523132014";"Kelurahan/Desa";"Sambonggede"
"3523132015";"Kelurahan/Desa";"Sumber"
"3523132016";"Kelurahan/Desa";"Mandirejo"
"3523132017";"Kelurahan/Desa";"Sendanghaji"
"3523132018";"Kelurahan/Desa";"Bogorejo"
"3523132019";"Kelurahan/Desa";"Sumberjo"
"3523140000";"Kecamatan";"Rengel"
"3523142004";"Kelurahan/Desa";"Kebonagung"
"3523142005";"Kelurahan/Desa";"Pekuwon"
"3523142007";"Kelurahan/Desa";"Rengel"
"3523142008";"Kelurahan/Desa";"Maibit"
"3523142009";"Kelurahan/Desa";"Bulurejo"
"3523142010";"Kelurahan/Desa";"Karangtinoto"
"3523142011";"Kelurahan/Desa";"Sawahan"
"3523142013";"Kelurahan/Desa";"Kanorejo"
"3523142014";"Kelurahan/Desa";"Tambakrejo"
"3523142016";"Kelurahan/Desa";"Ngadirejo"
"3523142017";"Kelurahan/Desa";"Sumberejo"
"3523142018";"Kelurahan/Desa";"Punggulrejo"
"3523142019";"Kelurahan/Desa";"Campurejo"
"3523142020";"Kelurahan/Desa";"Banjaragung"
"3523142021";"Kelurahan/Desa";"Banjararum"
"3523142022";"Kelurahan/Desa";"Prambonwetan"
"3523150000";"Kecamatan";"Semanding"
"3523151006";"Kelurahan/Desa";"Karang"
"3523151015";"Kelurahan/Desa";"Gedongombo"
"3523152001";"Kelurahan/Desa";"Jadi"
"3523152002";"Kelurahan/Desa";"Boto"
"3523152003";"Kelurahan/Desa";"Prunggahan Kulon"
"3523152004";"Kelurahan/Desa";"Tegalagung"
"3523152009";"Kelurahan/Desa";"Bektiharjo"
"3523152010";"Kelurahan/Desa";"Ngino"
"3523152011";"Kelurahan/Desa";"Prunggahan Wetan"
"3523152012";"Kelurahan/Desa";"Sambongrejo"
"3523152013";"Kelurahan/Desa";"Semanding"
"3523152014";"Kelurahan/Desa";"Bejagung"
"3523152016";"Kelurahan/Desa";"Penambangan"
"3523152017";"Kelurahan/Desa";"Genaharjo"
"3523152018";"Kelurahan/Desa";"Kowang"
"3523152019";"Kelurahan/Desa";"Tunah"
"3523152020";"Kelurahan/Desa";"Gesing"
"3523160000";"Kecamatan";"Tuban"
"3523161003";"Kelurahan/Desa";"Mondokan"
"3523161005";"Kelurahan/Desa";"Perbon"
"3523161006";"Kelurahan/Desa";"Latsari"
"3523161007";"Kelurahan/Desa";"Karangsari"
"3523161008";"Kelurahan/Desa";"Kingking"
"3523161009";"Kelurahan/Desa";"Ronggomulyo"
"3523161010";"Kelurahan/Desa";"Sidorejo"
"3523161011";"Kelurahan/Desa";"Doromukti"
"3523161012";"Kelurahan/Desa";"Sidomulyo"
"3523161013";"Kelurahan/Desa";"Kutorejo"
"3523161014";"Kelurahan/Desa";"Kebonsari"
"3523161015";"Kelurahan/Desa";"Sendangharjo"
"3523161016";"Kelurahan/Desa";"Baturetno"
"3523161017";"Kelurahan/Desa";"Sukolilo"
"3523162001";"Kelurahan/Desa";"Sumurgung"
"3523162002";"Kelurahan/Desa";"Sugiharjo"
"3523162004";"Kelurahan/Desa";"Kembangbilo"
"3523170000";"Kecamatan";"Plumpang"
"3523172001";"Kelurahan/Desa";"Trutup"
"3523172002";"Kelurahan/Desa";"Kesamben"
"3523172003";"Kelurahan/Desa";"Kepohagung"
"3523172004";"Kelurahan/Desa";"Kedungrojo"
"3523172005";"Kelurahan/Desa";"Sumurjalak"
"3523172006";"Kelurahan/Desa";"Sembungrejo"
"3523172007";"Kelurahan/Desa";"Sumberagung"
"3523172008";"Kelurahan/Desa";"Cangkring"
"3523172009";"Kelurahan/Desa";"Plumpang"
"3523172010";"Kelurahan/Desa";"Plandirejo"
"3523172011";"Kelurahan/Desa";"Ngrayung"
"3523172012";"Kelurahan/Desa";"Bandungrejo"
"3523172013";"Kelurahan/Desa";"Jatimulyo"
"3523172014";"Kelurahan/Desa";"Klotok"
"3523172015";"Kelurahan/Desa";"Magersari"
"3523172016";"Kelurahan/Desa";"Kebomlati"
"3523172017";"Kelurahan/Desa";"Penidon"
"3523172018";"Kelurahan/Desa";"Kedungsoko"
"3523180000";"Kecamatan";"Palang"
"3523181001";"Kelurahan/Desa";"Payuran"
"3523182002";"Kelurahan/Desa";"Tasikmadu"
"3523182003";"Kelurahan/Desa";"Tegalbang"
"3523182004";"Kelurahan/Desa";"Sumurgung"
"3523182005";"Kelurahan/Desa";"Kradenan"
"3523182006";"Kelurahan/Desa";"Dawung"
"3523182007";"Kelurahan/Desa";"Cendoro"
"3523182008";"Kelurahan/Desa";"Ngimbang"
"3523182009";"Kelurahan/Desa";"Pucangan"
"3523182010";"Kelurahan/Desa";"Gesikharjo"
"3523182011";"Kelurahan/Desa";"Palang"
"3523182012";"Kelurahan/Desa";"Glodog"
"3523182013";"Kelurahan/Desa";"Leran Kulon"
"3523182014";"Kelurahan/Desa";"Leran Wetan"
"3523182015";"Kelurahan/Desa";"Wangun"
"3523182016";"Kelurahan/Desa";"Karangagung"
"3523182017";"Kelurahan/Desa";"Pliwetan"
"3523182018";"Kelurahan/Desa";"Cepokorejo"
"3523182019";"Kelurahan/Desa";"Ketambul"
"3523190000";"Kecamatan";"Widang"
"3523192001";"Kelurahan/Desa";"Patihan"
"3523192002";"Kelurahan/Desa";"Minohorejo"
"3523192003";"Kelurahan/Desa";"Mrutuk"
"3523192004";"Kelurahan/Desa";"Compreng"
"3523192005";"Kelurahan/Desa";"Sumberjo"
"3523192006";"Kelurahan/Desa";"Ngadipuro"
"3523192007";"Kelurahan/Desa";"Ngadirejo"
"3523192008";"Kelurahan/Desa";"Bunut"
"3523192009";"Kelurahan/Desa";"Widang"
"3523192010";"Kelurahan/Desa";"Banjar"
"3523192011";"Kelurahan/Desa";"Tegalsari"
"3523192012";"Kelurahan/Desa";"Mlangi"
"3523192013";"Kelurahan/Desa";"Simorejo"
"3523192014";"Kelurahan/Desa";"Kedungharjo"
"3523192015";"Kelurahan/Desa";"Kujung"
"3523192016";"Kelurahan/Desa";"Tegalrejo"
"3523200000";"Kecamatan";"Grabagan"
"3523202001";"Kelurahan/Desa";"Ngarum"
"3523202002";"Kelurahan/Desa";"Ngrejeng"
"3523202003";"Kelurahan/Desa";"Grabagan"
"3523202004";"Kelurahan/Desa";"Waleran"
"3523202005";"Kelurahan/Desa";"Banyubang"
"3523202006";"Kelurahan/Desa";"Gesikan"
"3523202007";"Kelurahan/Desa";"Ngandong"
"3523202008";"Kelurahan/Desa";"Dahor"
"3523202009";"Kelurahan/Desa";"Dermawuharjo"
"3523202010";"Kelurahan/Desa";"Menyunyur"
"3523202011";"Kelurahan/Desa";"Pakis"
"3524000000";"KAB/KOTA";"KAB. LAMONGAN"
"3524010000";"Kecamatan";"Sukorame"
"3524012001";"Kelurahan/Desa";"Sembung"
"3524012002";"Kelurahan/Desa";"Banggle"
"3524012003";"Kelurahan/Desa";"Kedungkumpul"
"3524012004";"Kelurahan/Desa";"Sukorame"
"3524012005";"Kelurahan/Desa";"Mragel"
"3524012006";"Kelurahan/Desa";"Kedungrejo"
"3524012007";"Kelurahan/Desa";"Sewor"
"3524012008";"Kelurahan/Desa";"Wedoro"
"3524012009";"Kelurahan/Desa";"Pendowokumpul"
"3524020000";"Kecamatan";"Bluluk"
"3524022001";"Kelurahan/Desa";"Talunrejo"
"3524022002";"Kelurahan/Desa";"Banjargondang"
"3524022003";"Kelurahan/Desa";"Bluluk"
"3524022004";"Kelurahan/Desa";"Cangkring"
"3524022005";"Kelurahan/Desa";"Bronjong"
"3524022006";"Kelurahan/Desa";"Songowareng"
"3524022007";"Kelurahan/Desa";"Kuwurejo"
"3524022008";"Kelurahan/Desa";"Sumberbanjar"
"3524022009";"Kelurahan/Desa";"Primpen"
"3524030000";"Kecamatan";"Modo"
"3524032001";"Kelurahan/Desa";"Jegreg"
"3524032002";"Kelurahan/Desa";"Kedungpengaron"
"3524032003";"Kelurahan/Desa";"Sumberagung"
"3524032004";"Kelurahan/Desa";"Kedunglerep"
"3524032005";"Kelurahan/Desa";"Jatipayak"
"3524032006";"Kelurahan/Desa";"Kedungwaras"
"3524032007";"Kelurahan/Desa";"Sidomulyo"
"3524032008";"Kelurahan/Desa";"Sambangrejo"
"3524032009";"Kelurahan/Desa";"Medalem"
"3524032010";"Kelurahan/Desa";"Sidodowo"
"3524032011";"Kelurahan/Desa";"Mojorejo"
"3524032012";"Kelurahan/Desa";"Sambungrejo"
"3524032013";"Kelurahan/Desa";"Kedungrejo"
"3524032014";"Kelurahan/Desa";"Kacangan"
"3524032015";"Kelurahan/Desa";"Nguwok"
"3524032016";"Kelurahan/Desa";"Pule"
"3524032017";"Kelurahan/Desa";"Yungyang"
"3524040000";"Kecamatan";"Ngimbang"
"3524042001";"Kelurahan/Desa";"Kedungmentawar"
"3524042002";"Kelurahan/Desa";"Cerme"
"3524042003";"Kelurahan/Desa";"Gebangangkrik"
"3524042004";"Kelurahan/Desa";"Ngasemlemahbang"
"3524042005";"Kelurahan/Desa";"Slaharwotan"
"3524042006";"Kelurahan/Desa";"Ganggangtingan"
"3524042007";"Kelurahan/Desa";"Jejel"
"3524042008";"Kelurahan/Desa";"Purwokerto"
"3524042009";"Kelurahan/Desa";"Kakatpenjalin"
"3524042010";"Kelurahan/Desa";"Tlemang"
"3524042011";"Kelurahan/Desa";"Mendogo"
"3524042012";"Kelurahan/Desa";"Lawak"
"3524042013";"Kelurahan/Desa";"Drujugurit"
"3524042014";"Kelurahan/Desa";"Girik"
"3524042015";"Kelurahan/Desa";"Munungrejo"
"3524042016";"Kelurahan/Desa";"Ngimbang"
"3524042017";"Kelurahan/Desa";"Durikedungjero"
"3524042018";"Kelurahan/Desa";"Lamongrejo"
"3524042019";"Kelurahan/Desa";"Sendangrejo"
"3524050000";"Kecamatan";"Babat"
"3524051001";"Kelurahan/Desa";"Banaran"
"3524051003";"Kelurahan/Desa";"Babat"
"3524052002";"Kelurahan/Desa";"Karangkembang"
"3524052004";"Kelurahan/Desa";"Pucakwangi"
"3524052005";"Kelurahan/Desa";"Sogo"
"3524052006";"Kelurahan/Desa";"Bedahan"
"3524052007";"Kelurahan/Desa";"Truni"
"3524052008";"Kelurahan/Desa";"Gendongkulon"
"3524052009";"Kelurahan/Desa";"Plaosan"
"3524052010";"Kelurahan/Desa";"Trepan"
"3524052011";"Kelurahan/Desa";"Kuripan"
"3524052012";"Kelurahan/Desa";"Kebalanpelang"
"3524052013";"Kelurahan/Desa";"Sumurgenuk"
"3524052014";"Kelurahan/Desa";"Gembong"
"3524052015";"Kelurahan/Desa";"Bulumargi"
"3524052016";"Kelurahan/Desa";"Datinawong"
"3524052017";"Kelurahan/Desa";"Kebalandono"
"3524052018";"Kelurahan/Desa";"Patihan"
"3524052019";"Kelurahan/Desa";"Moropelang"
"3524052020";"Kelurahan/Desa";"Keyongan"
"3524052021";"Kelurahan/Desa";"Sambangan"
"3524052022";"Kelurahan/Desa";"Tritunggal"
"3524052023";"Kelurahan/Desa";"Kebonagung"
"3524060000";"Kecamatan";"Kedungpring"
"3524062001";"Kelurahan/Desa";"Dradahblumbang"
"3524062002";"Kelurahan/Desa";"Kalen"
"3524062003";"Kelurahan/Desa";"Mojodadi"
"3524062004";"Kelurahan/Desa";"Gunungrejo"
"3524062005";"Kelurahan/Desa";"Warungring"
"3524062006";"Kelurahan/Desa";"Jatidrojog"
"3524062007";"Kelurahan/Desa";"Kradenanrejo"
"3524062008";"Kelurahan/Desa";"Kandangrejo"
"3524062009";"Kelurahan/Desa";"Kedungpring"
"3524062010";"Kelurahan/Desa";"Tlanak"
"3524062011";"Kelurahan/Desa";"Sukomalo"
"3524062012";"Kelurahan/Desa";"Mlati"
"3524062013";"Kelurahan/Desa";"Karangcangkring"
"3524062014";"Kelurahan/Desa";"Mekanderejo"
"3524062015";"Kelurahan/Desa";"Banjarejo"
"3524062016";"Kelurahan/Desa";"Sidobangun"
"3524062017";"Kelurahan/Desa";"Blawirejo"
"3524062018";"Kelurahan/Desa";"Maindu"
"3524062019";"Kelurahan/Desa";"Tenggerejo"
"3524062020";"Kelurahan/Desa";"Majenang"
"3524062021";"Kelurahan/Desa";"Sidomlangean"
"3524062022";"Kelurahan/Desa";"Nglebur"
"3524062023";"Kelurahan/Desa";"Sumengko"
"3524070000";"Kecamatan";"Brondong"
"3524071010";"Kelurahan/Desa";"Brondong"
"3524072001";"Kelurahan/Desa";"Lohgung"
"3524072002";"Kelurahan/Desa";"Labuhan"
"3524072003";"Kelurahan/Desa";"Sidomukti"
"3524072004";"Kelurahan/Desa";"Brengkok"
"3524072005";"Kelurahan/Desa";"Tlogoretno"
"3524072006";"Kelurahan/Desa";"Sendangharjo"
"3524072007";"Kelurahan/Desa";"Lembor"
"3524072008";"Kelurahan/Desa";"Sedayulawas"
"3524072009";"Kelurahan/Desa";"Sumberagung"
"3524080000";"Kecamatan";"Laren"
"3524082001";"Kelurahan/Desa";"Dateng"
"3524082002";"Kelurahan/Desa";"Jabung"
"3524082003";"Kelurahan/Desa";"Keduyung"
"3524082004";"Kelurahan/Desa";"Centini"
"3524082005";"Kelurahan/Desa";"Durikulon"
"3524082006";"Kelurahan/Desa";"Pesanggrahan"
"3524082007";"Kelurahan/Desa";"Gelap"
"3524082008";"Kelurahan/Desa";"Mojoasem"
"3524082009";"Kelurahan/Desa";"Siser"
"3524082010";"Kelurahan/Desa";"Bulutigo"
"3524082011";"Kelurahan/Desa";"Pelangwot"
"3524082012";"Kelurahan/Desa";"Laren"
"3524082013";"Kelurahan/Desa";"Gampangsejati"
"3524082014";"Kelurahan/Desa";"Tamanprijeg"
"3524082015";"Kelurahan/Desa";"Karangtawar"
"3524082016";"Kelurahan/Desa";"Tejoasri"
"3524082017";"Kelurahan/Desa";"Godog"
"3524082018";"Kelurahan/Desa";"Bulubrangsi"
"3524082019";"Kelurahan/Desa";"Karangwungulor"
"3524082020";"Kelurahan/Desa";"Brangsi"
"3524090000";"Kecamatan";"Sekaran"
"3524092001";"Kelurahan/Desa";"Besur"
"3524092002";"Kelurahan/Desa";"Titik"
"3524092003";"Kelurahan/Desa";"Kendal"
"3524092004";"Kelurahan/Desa";"Keting"
"3524092005";"Kelurahan/Desa";"Ngarum"
"3524092006";"Kelurahan/Desa";"Kebalankulon"
"3524092007";"Kelurahan/Desa";"Kudikan"
"3524092008";"Kelurahan/Desa";"Jugo"
"3524092009";"Kelurahan/Desa";"Manyar"
"3524092010";"Kelurahan/Desa";"Trosono"
"3524092011";"Kelurahan/Desa";"Latek"
"3524092012";"Kelurahan/Desa";"Miru"
"3524092013";"Kelurahan/Desa";"Sekaran"
"3524092014";"Kelurahan/Desa";"Moro"
"3524092015";"Kelurahan/Desa";"Karang"
"3524092016";"Kelurahan/Desa";"Kembangan"
"3524092017";"Kelurahan/Desa";"Siman"
"3524092018";"Kelurahan/Desa";"Bulutengger"
"3524092019";"Kelurahan/Desa";"Porodeso"
"3524092020";"Kelurahan/Desa";"Bugel"
"3524092021";"Kelurahan/Desa";"Sungegeneng"
"3524100000";"Kecamatan";"Maduran"
"3524102001";"Kelurahan/Desa";"Duriwetan"
"3524102002";"Kelurahan/Desa";"Taji"
"3524102003";"Kelurahan/Desa";"Brumbun"
"3524102004";"Kelurahan/Desa";"Siwuran"
"3524102005";"Kelurahan/Desa";"Klagensrampat"
"3524102006";"Kelurahan/Desa";"Pangean"
"3524102007";"Kelurahan/Desa";"Maduran"
"3524102008";"Kelurahan/Desa";"Jangkungsomo"
"3524102009";"Kelurahan/Desa";"Parengan"
"3524102010";"Kelurahan/Desa";"Pangkatrejo"
"3524102011";"Kelurahan/Desa";"Kanugrahan"
"3524102012";"Kelurahan/Desa";"Gumantuk"
"3524102013";"Kelurahan/Desa";"Ngayung"
"3524102014";"Kelurahan/Desa";"Pringgoboyo"
"3524102015";"Kelurahan/Desa";"Gedangan"
"3524102016";"Kelurahan/Desa";"Turi"
"3524102017";"Kelurahan/Desa";"Blumbang"
"3524110000";"Kecamatan";"Sambeng"
"3524112001";"Kelurahan/Desa";"Sidokumpul"
"3524112002";"Kelurahan/Desa";"Pasarlegi"
"3524112003";"Kelurahan/Desa";"Semampirejo"
"3524112004";"Kelurahan/Desa";"Wateswinangun"
"3524112005";"Kelurahan/Desa";"Sumbersari"
"3524112006";"Kelurahan/Desa";"Pataan"
"3524112007";"Kelurahan/Desa";"Tenggiring"
"3524112008";"Kelurahan/Desa";"Garung"
"3524112009";"Kelurahan/Desa";"Wonorejo"
"3524112010";"Kelurahan/Desa";"Ardirejo"
"3524112011";"Kelurahan/Desa";"Sekidang"
"3524112012";"Kelurahan/Desa";"Kedungwangi"
"3524112013";"Kelurahan/Desa";"Jatipandak"
