"kode";"jenis";"nama"
"1704022009";"Kelurahan/Desa";"Tanjung Kemuning"
"1704022010";"Kelurahan/Desa";"Selika"
"1704022011";"Kelurahan/Desa";"Tanjung Iman"
"1704022012";"Kelurahan/Desa";"Padang Leban"
"1704022013";"Kelurahan/Desa";"Beriang Tinggi"
"1704022014";"Kelurahan/Desa";"Tanjung Bulan"
"1704022015";"Kelurahan/Desa";"Pelajaran II"
"1704022016";"Kelurahan/Desa";"Selika II"
"1704022017";"Kelurahan/Desa";"Sulauwangi"
"1704022018";"Kelurahan/Desa";"Padang Kedondong"
"1704022020";"Kelurahan/Desa";"Padang Tinggi"
"1704022021";"Kelurahan/Desa";"Tanjung Kemuning II"
"1704022022";"Kelurahan/Desa";"Tanjung Kemuning III"
"1704022023";"Kelurahan/Desa";"Tanjung Aur II"
"1704022024";"Kelurahan/Desa";"Tanjung Iman II"
"1704022025";"Kelurahan/Desa";"Selika III"
"1704030000";"Kecamatan";"Kaur Utara"
"1704031010";"Kelurahan/Desa";"Simpang Tiga"
"1704032001";"Kelurahan/Desa";"Tanjung Betung"
"1704032003";"Kelurahan/Desa";"Padang Manis"
"1704032006";"Kelurahan/Desa";"Guru Agung"
"1704032009";"Kelurahan/Desa";"Gunung Agung"
"1704032021";"Kelurahan/Desa";"Bandu Agung"
"1704032027";"Kelurahan/Desa";"Tanjung Betung II"
"1704032028";"Kelurahan/Desa";"Coko Enau"
"1704032029";"Kelurahan/Desa";"Pancur Negara"
"1704032030";"Kelurahan/Desa";"Perugaian"
"1704032031";"Kelurahan/Desa";"Guru Agung II"
"1704040000";"Kecamatan";"Kaur Tengah"
"1704041007";"Kelurahan/Desa";"Tanjung Iman"
"1704042001";"Kelurahan/Desa";"Sukarami"
"1704042002";"Kelurahan/Desa";"Pajar Bulan"
"1704042003";"Kelurahan/Desa";"Padang Hangat"
"1704042004";"Kelurahan/Desa";"Kemang Manis"
"1704042005";"Kelurahan/Desa";"Penyandingan"
"1704042006";"Kelurahan/Desa";"Sinar Jaya"
"1704042008";"Kelurahan/Desa";"Tanjung Pandan"
"1704042009";"Kelurahan/Desa";"Padang Baru"
"1704050000";"Kecamatan";"Kaur Selatan"
"1704051013";"Kelurahan/Desa";"Bandar Bintuhan"
"1704052009";"Kelurahan/Desa";"Sekunyit"
"1704052010";"Kelurahan/Desa";"Suka Bandung"
"1704052011";"Kelurahan/Desa";"Air Dingin"
"1704052012";"Kelurahan/Desa";"Pasar Baru"
"1704052014";"Kelurahan/Desa";"Pasar Lama"
"1704052015";"Kelurahan/Desa";"Gedung Sako"
"1704052016";"Kelurahan/Desa";"Jembatan Dua"
"1704052017";"Kelurahan/Desa";"Tanjung Besar"
"1704052021";"Kelurahan/Desa";"Pengubaian"
"1704052022";"Kelurahan/Desa";"Pahlawan Ratu"
"1704052023";"Kelurahan/Desa";"Pasar Saoh"
"1704052024";"Kelurahan/Desa";"Kepala Pasar"
"1704052025";"Kelurahan/Desa";"Padang Petron"
"1704052026";"Kelurahan/Desa";"Sawah Jangkung"
"1704052027";"Kelurahan/Desa";"Selasih"
"1704052028";"Kelurahan/Desa";"Padang Genting"
"1704052029";"Kelurahan/Desa";"Gedung Sako II"
"1704052030";"Kelurahan/Desa";"Sinar Pagi"
"1704060000";"Kecamatan";"Maje"
"1704062001";"Kelurahan/Desa";"Parda Suka"
"1704062002";"Kelurahan/Desa";"Air Long"
"1704062003";"Kelurahan/Desa";"Linau"
"1704062004";"Kelurahan/Desa";"Way Hawang"
"1704062005";"Kelurahan/Desa";"Tanjung Baru"
"1704062006";"Kelurahan/Desa";"Tanjung Ganti"
"1704062007";"Kelurahan/Desa";"Kedataran"
"1704062008";"Kelurahan/Desa";"Tanjung Aur"
"1704062009";"Kelurahan/Desa";"Penyandingan"
"1704062010";"Kelurahan/Desa";"Suka Menanti"
"1704062012";"Kelurahan/Desa";"Benteng Harapan"
"1704062013";"Kelurahan/Desa";"Bakal Makmur"
"1704062014";"Kelurahan/Desa";"Muara Jaya"
"1704062015";"Kelurahan/Desa";"Tanjung Agung"
"1704062016";"Kelurahan/Desa";"Arga Mulya"
"1704062017";"Kelurahan/Desa";"Air Jelatang"
"1704062019";"Kelurahan/Desa";"Sumber Harapan"
"1704062020";"Kelurahan/Desa";"Tanjung Beringin"
"1704062021";"Kelurahan/Desa";"Sinar Mulya"
"1704070000";"Kecamatan";"Nasal"
"1704072001";"Kelurahan/Desa";"Muara Dua"
"1704072002";"Kelurahan/Desa";"Gedung Menung"
"1704072003";"Kelurahan/Desa";"Ulak Pandan"
"1704072005";"Kelurahan/Desa";"Merpas"
"1704072007";"Kelurahan/Desa";"Tanjung Betuah"
"1704072008";"Kelurahan/Desa";"Air Palawan"
"1704072009";"Kelurahan/Desa";"Tebing Rambutan"
"1704072010";"Kelurahan/Desa";"Batu Lungun"
"1704072011";"Kelurahan/Desa";"Sumber Harapan"
"1704072012";"Kelurahan/Desa";"Suku Tiga"
"1704072013";"Kelurahan/Desa";"Bukit Indah"
"1704072014";"Kelurahan/Desa";"Suka Jaya"
"1704072015";"Kelurahan/Desa";"Pasar Baru"
"1704072016";"Kelurahan/Desa";"Tri Jaya"
"1704072017";"Kelurahan/Desa";"Air Batang"
"1704072018";"Kelurahan/Desa";"Sinar Banten"
"1704072019";"Kelurahan/Desa";"Pasar Jum'at"
"1704080000";"Kecamatan";"Semidang Gumay"
"1704082001";"Kelurahan/Desa";"Bunga Melur"
"1704082002";"Kelurahan/Desa";"Karang Dapo"
"1704082003";"Kelurahan/Desa";"Lubuk Gung"
"1704082004";"Kelurahan/Desa";"Gunung Tiga"
"1704082005";"Kelurahan/Desa";"Suka Merindu"
"1704082006";"Kelurahan/Desa";"Mentiring"
"1704082007";"Kelurahan/Desa";"Cahaya Batin"
"1704082008";"Kelurahan/Desa";"Awat Mata"
"1704082009";"Kelurahan/Desa";"Nusuk"
"1704082010";"Kelurahan/Desa";"Tanjung Harapan"
"1704082011";"Kelurahan/Desa";"Gunung Tiga II"
"1704082012";"Kelurahan/Desa";"Padang Panjang"
"1704082013";"Kelurahan/Desa";"Masria Baru"
"1704090000";"Kecamatan";"Kelam Tengah"
"1704092001";"Kelurahan/Desa";"Tanjung Ganti I"
"1704092002";"Kelurahan/Desa";"Tanjung Ganti II"
"1704092003";"Kelurahan/Desa";"Rigangan I"
"1704092004";"Kelurahan/Desa";"Rigangan II"
"1704092005";"Kelurahan/Desa";"Rigangan III"
"1704092006";"Kelurahan/Desa";"Sukarami"
"1704092007";"Kelurahan/Desa";"Darat Sawah"
"1704092008";"Kelurahan/Desa";"Siring Agung"
"1704092009";"Kelurahan/Desa";"Penantian"
"1704092010";"Kelurahan/Desa";"Talang Tais"
"1704092011";"Kelurahan/Desa";"Pagar Dewa"
"1704092012";"Kelurahan/Desa";"Talang Marap"
"1704092013";"Kelurahan/Desa";"Suka Rami II"
"1704100000";"Kecamatan";"Luas"
"1704102001";"Kelurahan/Desa";"Bangun Jiwa"
"1704102002";"Kelurahan/Desa";"Cahaya Negeri"
"1704102003";"Kelurahan/Desa";"Padang Jati"
"1704102004";"Kelurahan/Desa";"Ganda Suli"
"1704102005";"Kelurahan/Desa";"Durian Besar"
"1704102006";"Kelurahan/Desa";"Tanjung Beringin"
"1704102007";"Kelurahan/Desa";"Umbul"
"1704102008";"Kelurahan/Desa";"Benua Ratu"
"1704102009";"Kelurahan/Desa";"Tuguk"
"1704102010";"Kelurahan/Desa";"Kepahyang"
"1704102011";"Kelurahan/Desa";"Pulau Panggung"
"1704102012";"Kelurahan/Desa";"Serdang Indah"
"1704110000";"Kecamatan";"Muara Sahung"
"1704112001";"Kelurahan/Desa";"Muara Sahung"
"1704112002";"Kelurahan/Desa";"Tri Tunggal Bakti"
"1704112003";"Kelurahan/Desa";"Ulak Lebar"
"1704112004";"Kelurahan/Desa";"Sumber Makmur"
"1704112005";"Kelurahan/Desa";"Ulak Bandung"
"1704112006";"Kelurahan/Desa";"Cinta Makmur"
"1704112007";"Kelurahan/Desa";"Bukit Makmur"
"1704120000";"Kecamatan";"Tetap"
"1704122001";"Kelurahan/Desa";"Suka Banjar"
"1704122002";"Kelurahan/Desa";"Tanjung Bunga"
"1704122003";"Kelurahan/Desa";"Cucupan"
"1704122004";"Kelurahan/Desa";"Pagar Dewa"
"1704122005";"Kelurahan/Desa";"Tanjung Agung"
"1704122006";"Kelurahan/Desa";"Babat"
"1704122007";"Kelurahan/Desa";"Kepahyang"
"1704122008";"Kelurahan/Desa";"Tanjung Dalam"
"1704122009";"Kelurahan/Desa";"Muara Tetap"
"1704122010";"Kelurahan/Desa";"Kasuk Baru"
"1704122011";"Kelurahan/Desa";"Padang Binjai"
"1704122012";"Kelurahan/Desa";"Suka Raja"
"1704130000";"Kecamatan";"Lungkang Kule"
"1704132001";"Kelurahan/Desa";"Datar Lebar"
"1704132002";"Kelurahan/Desa";"Tanjung Bunian"
"1704132003";"Kelurahan/Desa";"Sinar Bulan"
"1704132004";"Kelurahan/Desa";"Sukananti"
"1704132005";"Kelurahan/Desa";"Lawang Agung"
"1704132006";"Kelurahan/Desa";"Tanjung Kurung"
"1704132007";"Kelurahan/Desa";"Senak"
"1704132008";"Kelurahan/Desa";"Datar Lebar II"
"1704132009";"Kelurahan/Desa";"Aur Gading"
"1704140000";"Kecamatan";"Padang Guci Hilir"
"1704142001";"Kelurahan/Desa";"Pulau Panggung"
"1704142002";"Kelurahan/Desa";"Talang Besar"
"1704142003";"Kelurahan/Desa";"Talang Jawi I"
"1704142004";"Kelurahan/Desa";"Talang Jawi II"
"1704142005";"Kelurahan/Desa";"Air Kering"
"1704142006";"Kelurahan/Desa";"Gunung Kaya"
"1704142007";"Kelurahan/Desa";"Ulak Agung"
"1704142008";"Kelurahan/Desa";"Talang Padang"
"1704142009";"Kelurahan/Desa";"Air Kering II"
"1704150000";"Kecamatan";"Padang Guci Hulu"
"1704152001";"Kelurahan/Desa";"Naga Rantai"
"1704152002";"Kelurahan/Desa";"Bungin Tambun"
"1704152003";"Kelurahan/Desa";"Bungin Tambun II"
"1704152004";"Kelurahan/Desa";"Bungin Tambun III"
"1704152005";"Kelurahan/Desa";"Manau IX"
"1704152006";"Kelurahan/Desa";"Manau IX Dua"
"1704152007";"Kelurahan/Desa";"Pagar Alam"
"1704152008";"Kelurahan/Desa";"Pagar Gunung"
"1704152009";"Kelurahan/Desa";"Coko Betung"
"1704152010";"Kelurahan/Desa";"Marga Mulyo"
"1704152011";"Kelurahan/Desa";"Jati Mulyo"
"1705000000";"KAB/KOTA";"KAB. SELUMA"
"1705010000";"Kecamatan";"Sukaraja"
"1705011001";"Kelurahan/Desa";"Babatan"
"1705011025";"Kelurahan/Desa";"Sukaraja"
"1705012002";"Kelurahan/Desa";"Niur"
"1705012003";"Kelurahan/Desa";"Lubuk Sahung"
"1705012011";"Kelurahan/Desa";"Bukit Peninjauan I"
"1705012026";"Kelurahan/Desa";"Padang Pelawi"
"1705012027";"Kelurahan/Desa";"Kayu Arang"
"1705012028";"Kelurahan/Desa";"Jenggalu"
"1705012029";"Kelurahan/Desa";"Cahaya Negeri"
"1705012030";"Kelurahan/Desa";"Bukit Peninjauan II"
"1705012032";"Kelurahan/Desa";"Riak Siabun"
"1705012033";"Kelurahan/Desa";"Padang Kuas"
"1705012034";"Kelurahan/Desa";"Kuti Agung"
"1705012035";"Kelurahan/Desa";"Riak Siabun I"
"1705012036";"Kelurahan/Desa";"Sido Luhur"
"1705012037";"Kelurahan/Desa";"Sumber Arung"
"1705012038";"Kelurahan/Desa";"Sido Sari"
"1705012039";"Kelurahan/Desa";"Sari Mulyo"
"1705012043";"Kelurahan/Desa";"Air Kemuning"
"1705012044";"Kelurahan/Desa";"Sumber Makmur"
"1705012045";"Kelurahan/Desa";"Air Petai"
"1705020000";"Kecamatan";"Seluma"
"1705021009";"Kelurahan/Desa";"Lubuk Kebur"
"1705021010";"Kelurahan/Desa";"Pasar Tais"
"1705021011";"Kelurahan/Desa";"Lubuk Lintang"
"1705021012";"Kelurahan/Desa";"Talang Saling"
"1705021013";"Kelurahan/Desa";"Dusun Baru"
"1705021014";"Kelurahan/Desa";"Talang Dantuk"
"1705021024";"Kelurahan/Desa";"Napal"
"1705030000";"Kecamatan";"Talo"
"1705031014";"Kelurahan/Desa";"Masmambang"
"1705032002";"Kelurahan/Desa";"Napal Melintang"
"1705032003";"Kelurahan/Desa";"Serambi Gunung"
"1705032005";"Kelurahan/Desa";"Air Payangan"
"1705032012";"Kelurahan/Desa";"Batu Tugu"
"1705032013";"Kelurahan/Desa";"Kampai"
"1705032015";"Kelurahan/Desa";"Lubuk Ngantungan"
"1705032016";"Kelurahan/Desa";"Durian Bubur"
"1705032017";"Kelurahan/Desa";"Muara Danau"
"1705032018";"Kelurahan/Desa";"Lubuk Gio"
"1705032019";"Kelurahan/Desa";"Kembang Seri"
"1705032034";"Kelurahan/Desa";"Bunut Tinggi"
"1705032035";"Kelurahan/Desa";"Air Teras"
"1705032036";"Kelurahan/Desa";"Lubuk Gadis"
"1705032045";"Kelurahan/Desa";"Simpang Tiga Pagar Gasing"
"1705032046";"Kelurahan/Desa";"Harapan Mulya"
"1705040000";"Kecamatan";"Semidang Alas"
"1705041005";"Kelurahan/Desa";"Pajar Bulan"
"1705042001";"Kelurahan/Desa";"Maras Jauh"
"1705042002";"Kelurahan/Desa";"Bandung Agung"
"1705042003";"Kelurahan/Desa";"Pinju Layang"
"1705042004";"Kelurahan/Desa";"Nanjungan"
"1705042006";"Kelurahan/Desa";"Petai Kayu"
"1705042007";"Kelurahan/Desa";"Napalan"
"1705042008";"Kelurahan/Desa";"Renah Gajah Mati I"
"1705042009";"Kelurahan/Desa";"Renah Gajah Mati II"
"1705042010";"Kelurahan/Desa";"Cugung Langu"
"1705042011";"Kelurahan/Desa";"Rantau Panjang"
"1705042012";"Kelurahan/Desa";"Air Melancar"
"1705042013";"Kelurahan/Desa";"Muara Dua"
"1705042014";"Kelurahan/Desa";"Nanti Agung"
"1705042015";"Kelurahan/Desa";"Talang Durian"
"1705042016";"Kelurahan/Desa";"Gunung Mesir"
"1705042017";"Kelurahan/Desa";"Kayu Elang"
"1705042018";"Kelurahan/Desa";"Padang Serunaian"
"1705042019";"Kelurahan/Desa";"Teba Gunung"
"1705042020";"Kelurahan/Desa";"Mekar Sari Mukti"
"1705042021";"Kelurahan/Desa";"Kemang Manis"
"1705042022";"Kelurahan/Desa";"Gunung Megang"
"1705042023";"Kelurahan/Desa";"Telatan"
"1705042024";"Kelurahan/Desa";"Suban"
"1705050000";"Kecamatan";"Semidang Alas Maras"
"1705051005";"Kelurahan/Desa";"Kembang Mumpo"
"1705052001";"Kelurahan/Desa";"Sendawar"
"1705052002";"Kelurahan/Desa";"Gelombang"
"1705052003";"Kelurahan/Desa";"Lubuk Betung"
"1705052004";"Kelurahan/Desa";"Padang Peri"
"1705052006";"Kelurahan/Desa";"Karang Anyar"
"1705052007";"Kelurahan/Desa";"Ujung Padang"
"1705052008";"Kelurahan/Desa";"Ketapang Baru"
"1705052009";"Kelurahan/Desa";"Tedunan"
"1705052010";"Kelurahan/Desa";"Talang Alai"
"1705052011";"Kelurahan/Desa";"Padang Bakung"
"1705052012";"Kelurahan/Desa";"Jambat Akar"
"1705052013";"Kelurahan/Desa";"Gunung Kembang"
"1705052014";"Kelurahan/Desa";"Gunung Bantan"
"1705052015";"Kelurahan/Desa";"Maras Tengah"
"1705052016";"Kelurahan/Desa";"Padang Kelapa"
"1705052017";"Kelurahan/Desa";"Pematang Riding"
"1705052018";"Kelurahan/Desa";"Talang Beringin"
"1705052019";"Kelurahan/Desa";"Genting Juar"
"1705052020";"Kelurahan/Desa";"Muara Maras"
"1705052021";"Kelurahan/Desa";"Rimbo Besak"
"1705052022";"Kelurahan/Desa";"Muara Timput"
"1705052023";"Kelurahan/Desa";"Serian Bandung"
"1705052024";"Kelurahan/Desa";"Talang Kemang"
"1705052025";"Kelurahan/Desa";"Maras Bantan"
"1705052026";"Kelurahan/Desa";"Karang Dapo"
"1705060000";"Kecamatan";"Air Periukan"
"1705061006";"Kelurahan/Desa";"Dermayu"
"1705062001";"Kelurahan/Desa";"Sukamaju"
"1705062002";"Kelurahan/Desa";"Talang Alai"
"1705062003";"Kelurahan/Desa";"Talang Benuang"
"1705062004";"Kelurahan/Desa";"Padang Pelasan"
"1705062005";"Kelurahan/Desa";"Air Periukan"
"1705062007";"Kelurahan/Desa";"Keban Agung"
"1705062008";"Kelurahan/Desa";"Pasar Ngalam"
"1705062009";"Kelurahan/Desa";"Sukasari"
"1705062010";"Kelurahan/Desa";"Kungkai Baru"
"1705062011";"Kelurahan/Desa";"Tawang Rejo"
"1705062012";"Kelurahan/Desa";"Lawang Agung"
"1705062013";"Kelurahan/Desa";"Taba Lubuk Puding"
"1705062014";"Kelurahan/Desa";"Talang Sebaris"
"1705062015";"Kelurahan/Desa";"Lubuk Gilang"
"1705062016";"Kelurahan/Desa";"Lokasi Baru"
"1705070000";"Kecamatan";"Lubuk Sandi"
"1705072001";"Kelurahan/Desa";"Talang Giring"
"1705072002";"Kelurahan/Desa";"Padang Capo Ilir"
"1705072003";"Kelurahan/Desa";"Padang Capo Ulu"
"1705072004";"Kelurahan/Desa";"Talang Kebun"
"1705072005";"Kelurahan/Desa";"Gunung Agung"
"1705072006";"Kelurahan/Desa";"Cawang"
"1705072007";"Kelurahan/Desa";"Arang Sapat"
"1705072008";"Kelurahan/Desa";"Dusun Tengah"
"1705072009";"Kelurahan/Desa";"Tanjung Kuaw"
"1705072010";"Kelurahan/Desa";"Napal Jungur"
"1705072011";"Kelurahan/Desa";"Tumbu'an"
"1705072012";"Kelurahan/Desa";"Rena Panjang"
"1705072013";"Kelurahan/Desa";"Sakaian"
"1705072014";"Kelurahan/Desa";"Lubuk Terentang"
"1705080000";"Kecamatan";"Seluma Barat"
"1705082001";"Kelurahan/Desa";"Tanjung Agung"
"1705082002";"Kelurahan/Desa";"Air Latak"
"1705082003";"Kelurahan/Desa";"Talang Perapat"
"1705082004";"Kelurahan/Desa";"Pagar Agung"
"1705082005";"Kelurahan/Desa";"Talang Tinggi"
"1705082006";"Kelurahan/Desa";"Lunjuk"
"1705082007";"Kelurahan/Desa";"Lubuk Lagan"
"1705082008";"Kelurahan/Desa";"Purbosari"
"1705082009";"Kelurahan/Desa";"Sengkuang Jaya"
"1705090000";"Kecamatan";"Seluma Timur"
"1705091004";"Kelurahan/Desa";"Selebar"
"1705091005";"Kelurahan/Desa";"Sembayat"
"1705091006";"Kelurahan/Desa";"Bunga Mas"
"1705092001";"Kelurahan/Desa";"Talang Sali"
"1705092002";"Kelurahan/Desa";"Kunduran"
"1705092003";"Kelurahan/Desa";"Kota Agung"
"1705092007";"Kelurahan/Desa";"Tenangan"
"1705092008";"Kelurahan/Desa";"Rawa Sari"
"1705100000";"Kecamatan";"Seluma Utara"
"1705101003";"Kelurahan/Desa";"Puguk"
"1705102001";"Kelurahan/Desa";"Talang Rami"
"1705102002";"Kelurahan/Desa";"Talang Beringin"
"1705102004";"Kelurahan/Desa";"Pandan"
"1705102005";"Kelurahan/Desa";"Selingsingan"
"1705102006";"Kelurahan/Desa";"Simpang"
"1705102007";"Kelurahan/Desa";"Sekalak"
"1705102008";"Kelurahan/Desa";"Lubuk Resam"
"1705102009";"Kelurahan/Desa";"Sinar Pagi"
"1705102010";"Kelurahan/Desa";"Talang Empat"
"1705110000";"Kecamatan";"Seluma Selatan"
"1705111008";"Kelurahan/Desa";"Rimbo Kedui"
"1705111010";"Kelurahan/Desa";"Padang Rambun"
"1705111011";"Kelurahan/Desa";"Sido Mulyo"
"1705112001";"Kelurahan/Desa";"Sukarami"
"1705112002";"Kelurahan/Desa";"Tanjung Seru"
"1705112003";"Kelurahan/Desa";"Tanjungan"
"1705112004";"Kelurahan/Desa";"Pasar Seluma"
"1705112005";"Kelurahan/Desa";"Padang Genting"
"1705112006";"Kelurahan/Desa";"Sengkuang"
"1705112007";"Kelurahan/Desa";"Tangga Batu"
"1705112009";"Kelurahan/Desa";"Tanjung Seluai"
"1705112012";"Kelurahan/Desa";"Padang Merbau"
"1705120000";"Kecamatan";"Talo Kecil"
"1705122001";"Kelurahan/Desa";"Pering Baru"
"1705122002";"Kelurahan/Desa";"Talang Padang"
"1705122003";"Kelurahan/Desa";"Suka Merindu"
"1705122004";"Kelurahan/Desa";"Napalan"
"1705122005";"Kelurahan/Desa";"Taba"
"1705122006";"Kelurahan/Desa";"Bakal Dalam"
"1705122007";"Kelurahan/Desa";"Lubuk Lagan"
"1705122008";"Kelurahan/Desa";"Sungai Petai"
"1705122009";"Kelurahan/Desa";"Suka Bulan"
"1705122010";"Kelurahan/Desa";"Tebat Sibun"
"1705122011";"Kelurahan/Desa";"Batu Balai"
"1705130000";"Kecamatan";"Ulu Talo"
"1705132001";"Kelurahan/Desa";"Pagar"
"1705132002";"Kelurahan/Desa";"Muara Simpur"
"1705132003";"Kelurahan/Desa";"Pagar Agung"
"1705132004";"Kelurahan/Desa";"Pagar Banyu"
"1705132005";"Kelurahan/Desa";"Simpur Ijang"
"1705132006";"Kelurahan/Desa";"Air Keruh"
"1705132007";"Kelurahan/Desa";"Hargo Binangun"
"1705132008";"Kelurahan/Desa";"Mekar Jaya"
"1705132009";"Kelurahan/Desa";"Giri Nanto"
"1705132010";"Kelurahan/Desa";"Banyu Kencana"
"1705132011";"Kelurahan/Desa";"Muara Nibung"
"1705132012";"Kelurahan/Desa";"Tanjung Agung"
"1705132013";"Kelurahan/Desa";"Giri Mulya"
"1705140000";"Kecamatan";"Ilir Talo"
"1705142001";"Kelurahan/Desa";"Pasar Talo"
"1705142002";"Kelurahan/Desa";"Dusun Baru"
"1705142003";"Kelurahan/Desa";"Talang Kabu"
"1705142004";"Kelurahan/Desa";"Tanah Abang"
"1705142005";"Kelurahan/Desa";"Penago Baru"
"1705142006";"Kelurahan/Desa";"Nanti Agung"
"1705142007";"Kelurahan/Desa";"Talang Panjang"
"1705142008";"Kelurahan/Desa";"Penago I"
"1705142009";"Kelurahan/Desa";"Penago II"
"1705142010";"Kelurahan/Desa";"Rawah Indah"
"1705142011";"Kelurahan/Desa";"Padang Cekur"
"1705142012";"Kelurahan/Desa";"Padang Batu"
"1705142013";"Kelurahan/Desa";"Paluah Terap"
"1705142014";"Kelurahan/Desa";"Margo Sari"
"1705142015";"Kelurahan/Desa";"Mekar Sari"
"1706000000";"KAB/KOTA";"KAB. MUKO MUKO"
"1706010000";"Kecamatan";"Lubuk Pinang"
"1706012005";"Kelurahan/Desa";"Suka Pindah"
"1706012006";"Kelurahan/Desa";"Lubuk Pinang"
"1706012007";"Kelurahan/Desa";"Arah Tiga"
"1706012008";"Kelurahan/Desa";"Lubuk Gedang"
"1706012009";"Kelurahan/Desa";"Tanjung Alai"
"1706012013";"Kelurahan/Desa";"Sumber Makmur"
"1706012018";"Kelurahan/Desa";"Ranah Karya"
"1706020000";"Kecamatan";"Kota Mukomuko"
"1706021009";"Kelurahan/Desa";"Pasar Muko-Muko"
"1706021017";"Kelurahan/Desa";"Koto Jaya"
"1706021018";"Kelurahan/Desa";"Bandar Ratu"
"1706022007";"Kelurahan/Desa";"Pasar Sebelah"
"1706022008";"Kelurahan/Desa";"Ujung Padang"
"1706022010";"Kelurahan/Desa";"Pondok Batu"
"1706022011";"Kelurahan/Desa";"Tanah Rekah"
"1706022012";"Kelurahan/Desa";"Selagan Jaya"
"1706022019";"Kelurahan/Desa";"Tanah Harapan"
"1706030000";"Kecamatan";"Teras Terunjam"
"1706032008";"Kelurahan/Desa";"Teras Terunjam"
"1706032009";"Kelurahan/Desa";"Pondok Kopi"
"1706032013";"Kelurahan/Desa";"Setia Budi"
"1706032014";"Kelurahan/Desa";"Tunggal Jaya"
"1706032024";"Kelurahan/Desa";"Talang Kuning"
"1706032025";"Kelurahan/Desa";"Teruntung"
"1706032026";"Kelurahan/Desa";"Karang Jaya"
"1706032027";"Kelurahan/Desa";"Mekar Jaya"
"1706040000";"Kecamatan";"Pondok Suguh"
"1706042001";"Kelurahan/Desa";"Air Bikuk"
"1706042004";"Kelurahan/Desa";"Tunggang"
"1706042005";"Kelurahan/Desa";"Pondok Suguh"
"1706042006";"Kelurahan/Desa";"Air Berau"
"1706042010";"Kelurahan/Desa";"Air Hitam"
"1706042014";"Kelurahan/Desa";"Pondok Kandang"
"1706042022";"Kelurahan/Desa";"Bumi Mekar Jaya"
"1706042027";"Kelurahan/Desa";"Lubuk Bento"
"1706042029";"Kelurahan/Desa";"Sinar Laut"
"1706042030";"Kelurahan/Desa";"Karya Mulya"
"1706042031";"Kelurahan/Desa";"Teluk Bakung"
"1706050000";"Kecamatan";"Ipuh"
"1706052004";"Kelurahan/Desa";"Air Buluh"
"1706052005";"Kelurahan/Desa";"Pulau Baru"
"1706052006";"Kelurahan/Desa";"Pasar Ipuh"
"1706052007";"Kelurahan/Desa";"Medan Jaya"
"1706052008";"Kelurahan/Desa";"Sibak"
"1706052009";"Kelurahan/Desa";"Semundam"
"1706052014";"Kelurahan/Desa";"Retak Ilir"
"1706052015";"Kelurahan/Desa";"Tanjung Harapan"
"1706052017";"Kelurahan/Desa";"Tanjung Jaya"
"1706052023";"Kelurahan/Desa";"Manunggal Jaya"
"1706052028";"Kelurahan/Desa";"Pulai Payung"
"1706052029";"Kelurahan/Desa";"Tanjung Medan"
"1706052030";"Kelurahan/Desa";"Tirta Mulya"
"1706052033";"Kelurahan/Desa";"Pasar Baru"
"1706052034";"Kelurahan/Desa";"Pulau Makmur"
"1706052035";"Kelurahan/Desa";"Mundam Marap"
"1706060000";"Kecamatan";"Malin Deman"
"1706062001";"Kelurahan/Desa";"Talang Arah"
"1706062002";"Kelurahan/Desa";"Serami Baru"
"1706062003";"Kelurahan/Desa";"Lubuk Talang"
"1706062004";"Kelurahan/Desa";"Gajah Makmur"
"1706062005";"Kelurahan/Desa";"Semambang Makmur"
"1706062006";"Kelurahan/Desa";"Talang Baru"
"1706062007";"Kelurahan/Desa";"Air Merah"
"1706070000";"Kecamatan";"Air Rami"
"1706072001";"Kelurahan/Desa";"Arga Jaya"
"1706072002";"Kelurahan/Desa";"Air Rami"
"1706072003";"Kelurahan/Desa";"Rami Mulya"
"1706072004";"Kelurahan/Desa";"Talang Rio"
"1706072005";"Kelurahan/Desa";"Makmur Jaya"
"1706072006";"Kelurahan/Desa";"Marga Mulia"
"1706072007";"Kelurahan/Desa";"Mekar Jaya"
"1706072008";"Kelurahan/Desa";"Dusun Pulau"
"1706072009";"Kelurahan/Desa";"Bukit Harapan"
"1706072010";"Kelurahan/Desa";"Tirta Kencana"
"1706072011";"Kelurahan/Desa";"Cinta Asih"
"1706072012";"Kelurahan/Desa";"Bukit Mulya"
"1706080000";"Kecamatan";"Teramang Jaya"
"1706082001";"Kelurahan/Desa";"Pasar Bantal"
"1706082002";"Kelurahan/Desa";"Nenggalo"
"1706082003";"Kelurahan/Desa";"Pondok Baru"
"1706082004";"Kelurahan/Desa";"Bunga Tanjung"
"1706082005";"Kelurahan/Desa";"Bandar Jaya"
"1706082006";"Kelurahan/Desa";"Teramang Jaya"
"1706082007";"Kelurahan/Desa";"Brangan Mulya"
"1706082008";"Kelurahan/Desa";"Sido Makmur"
"1706082009";"Kelurahan/Desa";"Lubuk Selandak"
"1706082010";"Kelurahan/Desa";"Nelan Indah"
"1706082011";"Kelurahan/Desa";"Mandi Angin Jaya"
"1706082012";"Kelurahan/Desa";"Batu Ejung"
"1706082013";"Kelurahan/Desa";"Pernyah"
"1706090000";"Kecamatan";"Selagan Raya"
"1706092001";"Kelurahan/Desa";"Sungai Ipuh"
"1706092002";"Kelurahan/Desa";"Lubuk Sahung"
